Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Xeon Phi 7210,Knights Landing,64  / 256,1300 to 1500 MHz,Socket 3647,14 nm,N/A,215 W,"Jun 20th, 2016"
Xeon Phi 7210F,Knights Landing,64  / 256,1300 to 1500 MHz,Socket 3647,14 nm,N/A,230 W,"Jun 20th, 2016"
Xeon Phi 7230,Knights Landing,64  / 256,1300 to 1500 MHz,Socket 3647,14 nm,N/A,215 W,"Jun 20th, 2016"
Xeon Phi 7230F,Knights Landing,64  / 256,1300 to 1500 MHz,Socket 3647,14 nm,N/A,230 W,"Jun 20th, 2016"
Xeon Phi 7250,Knights Landing,68  / 272,1400 to 1600 MHz,Socket 3647,14 nm,N/A,215 W,"Jun 20th, 2016"
Xeon Phi 7250F,Knights Landing,68  / 272,1400 to 1600 MHz,Socket 3647,14 nm,N/A,230 W,"Jun 20th, 2016"
Xeon Phi 7290,Knights Landing,72  / 288,1500 to 1700 MHz,Socket 3647,14 nm,N/A,245 W,"Jun 20th, 2016"
Xeon Phi 7290F,Knights Landing,72  / 288,1500 to 1700 MHz,Socket 3647,14 nm,N/A,260 W,"Jun 20th, 2016"
Celeron 3205U,Broadwell-U,2 ,1500 MHz,BGA1168,14 nm,2MB,15 W,"Mar 1st, 2015"
Celeron 3755U,Broadwell-U,2 ,1700 MHz,BGA1168,14 nm,2MB,15 W,"Mar 1st, 2015"
Celeron G3900,Skylake,2 ,2.8 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Celeron G3920,Skylake,2 ,2.9 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i3-5005U,Broadwell-U,2  / 4,2000 MHz,BGA1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i3-5010U,Broadwell-U,2  / 4,2.1 GHz,BGA1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i3-5157U,Broadwell-U,2  / 4,2.5 GHz,BGA1168,14 nm,3MB,28 W,"Mar 1st, 2015"
Core i3-6100,Skylake,2  / 4,3.7 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i3-6300,Skylake,2  / 4,3.8 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i3-6320,Skylake,2  / 4,3.9 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i5-5200U,Broadwell-U,2  / 4,2.2 to 2.7 GHz,BGA1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i5-5250U,Broadwell-U,2  / 4,1.6 to 2.7 GHz,BGA1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i5-5257U,Broadwell-U,2  / 4,2.7 to 3.1 GHz,BGA1168,14 nm,3MB,28 W,"Mar 1st, 2015"
Core i5-5287U,Broadwell-U,2  / 4,2.9 to 3.3 GHz,BGA1168,14 nm,3MB,28 W,"Mar 1st, 2015"
Core i5-5300U,Broadwell-U,2  / 4,2.3 to 2.9 GHz,BGA1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i5-5350U,Broadwell-U,2  / 4,1.8 to 2.9 GHz,BGA1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i5-5675C,Broadwell,4 ,3.1 to 3.6 GHz,Socket 1150,14 nm,4MB,65 W,"May 15th, 2015"
Core i5-6400,Skylake,4 ,2.7 to 3.3 GHz,Socket 1151,14 nm,6MB,65 W,"Jul 2nd, 2015"
Core i5-6500,Skylake,4 ,3.2 to 3.6 GHz,Socket 1151,14 nm,6MB,65 W,"Jul 2nd, 2015"
Core i5-6600,Skylake,4 ,3.3 to 3.9 GHz,Socket 1151,14 nm,6MB,65 W,"Jul 2nd, 2015"
Core i5-6600K,Skylake,4 ,3.5 to 3.9 GHz,Socket 1151,14 nm,6MB,95 W,"Jul 2nd, 2015"
Core i7-5500U,Broadwell-U,2  / 4,2.4 to 3 GHz,BGA1168,14 nm,4MB,15 W,"Mar 1st, 2015"
Core i7-5550U,Broadwell-U,2  / 4,2 to 3 GHz,BGA1168,14 nm,4MB,15 W,"Mar 1st, 2015"
Core i7-5557U,Broadwell-U,2  / 4,3.1 to 3.4 GHz,BGA1168,14 nm,4MB,28 W,"Mar 1st, 2015"
Core i7-5600U,Broadwell-U,2  / 4,2.6 to 3.2 GHz,BGA1168,14 nm,4MB,15 W,"Mar 1st, 2015"
Core i7-5650U,Broadwell-U,2  / 4,2.2 to 3.2 GHz,BGA1168,14 nm,4MB,15 W,"Mar 1st, 2015"
Core i7-5775C,Broadwell,4  / 8,3.3 to 3.6 GHz,Socket 1150,14 nm,6MB,65 W,"May 15th, 2015"
Core i7-6700,Skylake,4  / 8,3.4 to 4 GHz,Socket 1151,14 nm,8MB,65 W,"Jul 1st, 2015"
Core i7-6700K,Skylake,4  / 8,4 to 4.2 GHz,Socket 1151,14 nm,8MB,95 W,"Aug 1st, 2015"
Core i7-6700T,Skylake,4  / 8,2.8 to 3.6 GHz,Socket 1151,14 nm,8MB,35 W,"Sep 1st, 2015"
Core i7-6700TE,Skylake,4  / 8,2.4 to 3.4 GHz,Socket 1151,14 nm,8MB,35 W,"Sep 1st, 2015"
Pentium 3805U,Broadwell-U,2 ,1900 MHz,BGA1168,14 nm,2MB,15 W,"Mar 1st, 2015"
Pentium G4400,Skylake,2 ,3.3 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Pentium G4500,Skylake,2 ,3.5 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Pentium G4520,Skylake,2 ,3.6 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Xeon E3-1280 v5,Skylake-S,4  / 8,3.7 to 4 GHz,Socket 1151,14 nm,8MB,80 W,"Oct 19th, 2015"
Xeon E3-1285 v4,Broadwell-DT,4  / 8,3.5 to 3.8 GHz,Socket 1150,14 nm,6MB,95 W,"Jun 2nd, 2015"
Xeon E7-4870 v3,Haswell-EX,18  / 36,2.1 GHz,Socket 1150,22 nm,45MB,140 W,"Jun 1st, 2015"
Xeon E7-4880 v3,Haswell-EX,18  / 36,2.3 GHz,Socket 1150,22 nm,45MB,140 W,"Jun 1st, 2015"
Xeon E7-4890 v3,Haswell-EX,18  / 36,2.5 GHz,Socket 1150,22 nm,45MB,165 W,"Jun 1st, 2015"
Xeon E7-8870 v3,Haswell-EX,18  / 36,2.1 GHz,Socket 1150,22 nm,45MB,140 W,"Jun 1st, 2015"
Xeon E7-8880 v3,Haswell-EX,18  / 36,2.3 GHz,Socket 1150,22 nm,45MB,140 W,"Jun 1st, 2015"
Xeon E7-8890 v3,Haswell-EX,18  / 36,2.5 GHz,Socket 2011,22 nm,45MB,165 W,"Jun 1st, 2015"
Celeron G1840,Haswell,2 ,2.8 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Celeron G1840T,Haswell,2 ,2.5 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Celeron G1850,Haswell,2 ,2.9 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Celeron N2807,Bay Trail-M,2 ,1.58 to 2.16 GHz,BGA1170,22 nm,N/A,4 W,"Feb 23rd, 2014"
Celeron N2808,Bay Trail-M,2 ,1.58 to 2.25 GHz,BGA1170,22 nm,N/A,4 W,"May 22nd, 2014"
Celeron N2830,Bay Trail-M,2 ,2.16 to 2.41 GHz,BGA1170,22 nm,N/A,7 W,"Feb 23rd, 2014"
Celeron N2840,Bay Trail-M,2 ,2.16 to 2.58 GHz,BGA1170,22 nm,N/A,7 W,"May 22nd, 2014"
Celeron N2930,Bay Trail-M,4 ,1.83 to 2.16 GHz,BGA1170,22 nm,N/A,7 W,"Feb 23rd, 2014"
Celeron N2940,Bay Trail-M,4 ,1.83 to 2.25 GHz,BGA1170,22 nm,N/A,7 W,"May 22nd, 2014"
Core M-5Y10,Broadwell-Y,2  / 4,0.8 to 2 GHz,BGA1234,14 nm,4MB,5 W,"Sep 5th, 2014"
Core M-5Y10a,Broadwell-Y,2  / 4,0.8 to 2 GHz,BGA1234,14 nm,4MB,5 W,"Sep 5th, 2014"
Core M-5Y10c,Broadwell-Y,2  / 4,0.8 to 2 GHz,BGA1234,14 nm,4MB,5 W,"Oct 27th, 2014"
Core M-5Y31,Broadwell-Y,2  / 4,0.9 to 2.4 GHz,BGA1234,14 nm,4MB,5 W,"Oct 27th, 2014"
Core M-5Y51,Broadwell-Y,2  / 4,1.1 to 2.6 GHz,BGA1234,14 nm,4MB,5 W,"Oct 27th, 2014"
Core M-5Y70,Broadwell-Y,2  / 4,1.1 to 2.6 GHz,BGA1234,14 nm,4MB,5 W,"Sep 5th, 2014"
Core M-5Y71,Broadwell-Y,2  / 4,1.2 to 2.9 GHz,BGA1234,14 nm,4MB,5 W,"Oct 27th, 2014"
Core i3-4150T,Haswell,2  / 4,2.9 GHz,Socket 1150,22 nm,3MB,35 W,"May 1st, 2014"
Core i3-4160,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,3MB,54 W,"Jul 21st, 2014"
Core i3-4160T,Haswell,2  / 4,3.1 GHz,Socket 1150,22 nm,3MB,35 W,"Jul 21st, 2014"
Core i3-4350,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,4MB,54 W,"May 1st, 2014"
Core i3-4360,Haswell,2  / 4,3.7 GHz,Socket 1150,22 nm,4MB,54 W,"May 1st, 2014"
Core i3-4360T,Haswell,2  / 4,3.2 GHz,Socket 1150,22 nm,4MB,35 W,"Jul 21st, 2014"
Core i3-4370,Haswell,2  / 4,3.8 GHz,Socket 1150,22 nm,4MB,54 W,"Jul 21st, 2014"
Core i3-4370,Haswell,2  / 4,3.8 GHz,Socket 1150,22 nm,4MB,54 W,"Jul 1st, 2014"
Core i5-4210U,Haswell,2  / 4,1.7 to 2.7 GHz,BGA1168,22 nm,3MB,15 W,"Apr 14th, 2014"
Core i5-4590,Haswell,4 ,3.3 to 3.7 GHz,Socket 1150,22 nm,6MB,84 W,"May 1st, 2014"
Core i5-4590S,Haswell,4 ,2.9 to 3.6 GHz,Socket 1150,22 nm,6MB,65 W,"May 1st, 2014"
Core i5-4690,Haswell,4 ,3.4 to 3.8 GHz,Socket 1150,22 nm,6MB,84 W,"May 1st, 2014"
Core i5-4690K,Haswell,4 ,3.5 to 3.9 GHz,Socket 1150,22 nm,6MB,88 W,"Jun 2nd, 2014"
Core i7-4610M,Haswell,2  / 4,3 to 3.7 GHz,Socket G3,22 nm,4MB,37 W,"Feb 1st, 2014"
Core i7-4710HQ,Crystalwell,4  / 8,2.5 to 3.5 GHz,BGA1364,22 nm,8MB,47 W,"Apr 1st, 2014"
Core i7-4712HQ,Crystalwell,4  / 8,2.3 to 3.3 GHz,BGA1364,22 nm,8MB,37 W,"Apr 1st, 2014"
Core i7-4760HQ,Crystalwell,4  / 8,2.1 to 3.3 GHz,BGA1364,22 nm,8MB,47 W,"Feb 1st, 2014"
Core i7-4770HQ,Crystalwell,4  / 8,2.2 to 3.4 GHz,BGA1364,22 nm,8MB,47 W,"Jul 1st, 2014"
Core i7-4790,Haswell,4  / 8,3.6 to 4 GHz,Socket 1150,22 nm,8MB,84 W,"May 1st, 2014"
Core i7-4790K,Haswell,4  / 8,4 to 4.4 GHz,Socket 1150,22 nm,8MB,88 W,"May 1st, 2014"
Core i7-4790S,Haswell,4  / 8,3.1 to 3.9 GHz,Socket 1150,22 nm,8MB,65 W,"May 1st, 2014"
Core i7-4810MQ,Haswell,4  / 8,2.8 to 3.8 GHz,Socket G3,22 nm,8MB,47 W,"Jan 20th, 2014"
Core i7-4860HQ,Crystalwell,4  / 8,2.4 to 3.6 GHz,BGA1364,22 nm,8MB,47 W,"Feb 1st, 2014"
Core i7-4870HQ,Crystalwell,4  / 8,2.5 to 3.7 GHz,BGA1364,22 nm,8MB,47 W,"Jul 1st, 2014"
Core i7-4910MQ,Haswell,4  / 8,2.9 to 3.9 GHz,Socket G3,22 nm,8MB,47 W,"Jan 20th, 2014"
Core i7-4940MX,Haswell,4  / 8,3.1 to 4 GHz,Socket G3,22 nm,8MB,57 W,"Jan 20th, 2014"
Core i7-5820K,Haswell-E,6  / 12,3.3 to 3.6 GHz,Socket 2011-3,22 nm,15MB,140 W,"Sep 1st, 2014"
Core i7-5930K,Haswell-E,6  / 12,3.5 to 3.7 GHz,Socket 2011-3,22 nm,15MB,140 W,"Sep 1st, 2014"
Core i7-5960X,Haswell-E,8  / 16,3 to 3.5 GHz,Socket 2011-3,22 nm,20MB,140 W,"Sep 1st, 2014"
Pentium G3250,Haswell,2 ,3.2 GHz,Socket 1150,22 nm,3MB,54 W,"Jul 21st, 2014"
Pentium G3250T,Haswell,2 ,2.8 GHz,Socket 1150,22 nm,3MB,35 W,"Jul 21st, 2014"
Pentium G3258,Haswell,2 ,3.2 GHz,Socket 1150,22 nm,3MB,54 W,"Jun 2nd, 2014"
Pentium G3440,Haswell,2 ,3.3 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Pentium G3450,Haswell,2 ,3.3 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Pentium G3450T,Haswell,2 ,2.9 GHz,Socket 1150,22 nm,3MB,35 W,"Jul 21st, 2014"
Pentium G3460,Haswell,2 ,3.5 GHz,Socket 1150,22 nm,3MB,54 W,"Jul 21st, 2014"
Xeon Phi 7120A,Knights Corner,61  / 244,1238 to 1333 MHz,PCIe x16,22 nm,N/A,300 W,"Apr 6th, 2014"
Xeon Phi 7120D,Knights Corner,61  / 244,1238 to 1333 MHz,SFF 230-Pin,22 nm,N/A,270 W,"Mar 1st, 2014"
Atom E3815,Bay Trail-I,1 ,1467 MHz,BGA1170,22 nm,N/A,5 W,"Oct 8th, 2013"
Atom E3825,Bay Trail-I,2 ,1333 MHz,BGA1170,22 nm,N/A,6 W,"Oct 8th, 2013"
Atom E3826,Bay Trail-I,2 ,1467 MHz,BGA1170,22 nm,N/A,7 W,"Oct 8th, 2013"
Atom E3827,Bay Trail-I,2 ,1750 MHz,BGA1170,22 nm,N/A,8 W,"Oct 8th, 2013"
Atom E3845,Bay Trail-I,4 ,1910 MHz,BGA1170,22 nm,N/A,10 W,"Oct 8th, 2013"
Atom Z3740,Bay Trail-T,4 ,1333 to 1867 MHz,BGA1380,22 nm,N/A,2 W,"Sep 27th, 2013"
Atom Z3770,Bay Trail-T,4 ,1.467 to 2.4 GHz,BGA1380,22 nm,N/A,8 W,"Sep 27th, 2013"
Celeron 2950M,Haswell,2 ,2000 MHz,Socket G3,22 nm,2MB,37 W,"Sep 1st, 2013"
Celeron 2950M,Haswell,2 ,2000 MHz,Socket G2 (988B),22 nm,2MB,37 W,"Sep 1st, 2013"
Celeron 2955U,Haswell,2 ,1400 MHz,Socket G3,22 nm,2MB,15 W,"Sep 1st, 2013"
Celeron 2955U,Haswell,2 ,1400 MHz,Socket G2 (988B),22 nm,2MB,15 W,"Sep 1st, 2013"
Celeron 2961Y,Haswell,2 ,1100 MHz,BGA1168,22 nm,2MB,12 W,"Dec 1st, 2013"
Celeron 2980U,Haswell,2 ,1600 MHz,Socket G3,22 nm,2MB,15 W,"Sep 1st, 2013"
Celeron G1620T,Ivy Bridge,2 ,2.4 GHz,Socket 1155,22 nm,2MB,35 W,"Sep 1st, 2013"
Celeron G1630,Ivy Bridge,2 ,2.8 GHz,Socket 1155,22 nm,2MB,55 W,"Sep 1st, 2013"
Celeron G1820,Haswell,2 ,2.7 GHz,Socket 1150,22 nm,3MB,54 W,"Dec 1st, 2013"
Celeron G1820T,Haswell,2 ,2.4 GHz,Socket 1150,22 nm,3MB,54 W,"Dec 1st, 2013"
Celeron G1820TE,Haswell,2 ,2.2 GHz,Socket 1150,22 nm,3MB,54 W,"Dec 1st, 2013"
Celeron G1830,Haswell,2 ,2.8 GHz,Socket 1150,22 nm,3MB,54 W,"Dec 1st, 2013"
Celeron N2805,Bay Trail-M,2 ,1463 MHz,BGA1170,22 nm,N/A,4 W,"Sep 11th, 2013"
Celeron N2806,Bay Trail-M,2 ,1.58 to 2 GHz,BGA1170,22 nm,N/A,4 W,"Dec 1st, 2013"
Celeron N2810,Bay Trail-M,2 ,2000 MHz,BGA1170,22 nm,N/A,7 W,"Sep 11th, 2013"
Celeron N2820,Bay Trail-M,2 ,2.17 to 2.39 GHz,BGA1170,22 nm,N/A,7 W,"Dec 1st, 2013"
Celeron N2910,Bay Trail-M,4 ,1600 MHz,BGA1170,22 nm,N/A,7 W,"Sep 11th, 2013"
Celeron N2920,Bay Trail-M,4 ,1.86 to 2 GHz,BGA1170,22 nm,N/A,7 W,"Dec 1st, 2013"
Core i3-4000M,Haswell,2  / 4,2.4 GHz,Socket G3,22 nm,3MB,37 W,"Sep 4th, 2013"
Core i3-4005U,Haswell,2  / 4,1700 MHz,BGA1168,22 nm,3MB,15 W,"Sep 4th, 2013"
Core i3-4100E,Haswell,2  / 4,2.4 GHz,BGA1364,22 nm,3MB,37 W,"Sep 4th, 2013"
Core i3-4102E,Haswell,2  / 4,1600 MHz,BGA1364,22 nm,3MB,25 W,"Sep 4th, 2013"
Core i3-4130,Haswell,2  / 4,3.4 GHz,Socket 1150,22 nm,3MB,54 W,"Sep 1st, 2013"
Core i3-4130T,Haswell,2  / 4,2.9 GHz,Socket 1150,22 nm,3MB,35 W,"Sep 1st, 2013"
Core i3-4330,Haswell,2  / 4,3.5 GHz,Socket 1150,22 nm,4MB,54 W,"Sep 1st, 2013"
Core i3-4330T,Haswell,2  / 4,3 GHz,Socket 1150,22 nm,4MB,35 W,"Sep 1st, 2013"
Core i3-4340,Haswell,2  / 4,3.6 GHz,Socket 1150,22 nm,4MB,54 W,"Sep 1st, 2013"
Core i5-4200U,Haswell,2  / 4,1.6 to 2.6 GHz,BGA1168,22 nm,3MB,15 W,"Jun 4th, 2013"
Core i5-4200Y,Haswell,2  / 4,1400 to 1900 MHz,BGA1168,22 nm,3MB,12 W,"Jun 4th, 2013"
Core i5-4250U,Haswell,2  / 4,1.3 to 2.6 GHz,BGA1168,22 nm,3MB,15 W,"Jun 4th, 2013"
Core i5-4300M,Haswell,2  / 4,2.6 to 3.6 GHz,Socket G3,22 nm,3MB,37 W,"Sep 1st, 2013"
Core i5-4330M,Haswell,2  / 4,2.8 to 3.8 GHz,Socket G3,22 nm,3MB,37 W,"Sep 1st, 2013"
Core i5-4350U,Haswell,2  / 4,1.4 to 2.9 GHz,BGA1168,22 nm,3MB,15 W,"Jun 4th, 2013"
Core i5-4440,Haswell,4 ,3.1 to 3.3 GHz,Socket 1150,22 nm,6MB,84 W,"Sep 1st, 2013"
Core i5-4440S,Haswell,4 ,2.8 to 3.3 GHz,Socket 1150,22 nm,6MB,65 W,"Sep 1st, 2013"
Core i7-3910K,Sandy Bridge-E,6  / 12,3 to 3.6 GHz,Socket 2011,32 nm,12MB,130 W,"Jul 24th, 2013"
Core i7-4500U,Haswell-ULT,2  / 4,1.8 to 3 GHz,BGA1168,22 nm,4MB,15 W,"Jun 4th, 2013"
Core i7-4550U,Haswell-ULT,2  / 4,1.5 to 3 GHz,BGA1168,22 nm,4MB,15 W,"Jun 4th, 2013"
Core i7-4558U,Haswell-ULT,2  / 4,2.8 to 3.3 GHz,BGA1168,22 nm,4MB,28 W,"Jun 4th, 2013"
Core i7-4600M,Haswell,2  / 4,2.9 to 3.6 GHz,Socket G3,22 nm,4MB,37 W,"Sep 1st, 2013"
Core i7-4600U,Haswell-ULT,2  / 4,2.1 to 3.3 GHz,BGA1168,22 nm,4MB,15 W,"Sep 1st, 2013"
Core i7-4650U,Haswell-ULT,2  / 4,1.7 to 3.3 GHz,BGA1168,22 nm,4MB,15 W,"Jun 4th, 2013"
Core i7-4771,Haswell,4  / 8,3.5 to 3.9 GHz,Socket 1150,22 nm,8MB,84 W,"Sep 1st, 2013"
Core i7-4820K,Ivy Bridge-E,4  / 8,3.7 to 3.9 GHz,Socket 2011,22 nm,10MB,130 W,"Sep 1st, 2013"
Core i7-4850EQ,Crystalwell,4  / 8,1.6 to 3.2 GHz,BGA1364,22 nm,8MB,47 W,"Aug 29th, 2013"
Core i7-4860EQ,Crystalwell,4  / 8,1.8 to 3.2 GHz,BGA1364,22 nm,8MB,47 W,"Aug 29th, 2013"
Core i7-4930K,Ivy Bridge-E,6  / 12,3.4 to 3.9 GHz,Socket 2011,22 nm,12MB,130 W,"Sep 1st, 2013"
Core i7-4950HQ,Crystalwell,4  / 8,2.4 to 3.6 GHz,BGA1364,22 nm,8MB,47 W,"Jun 7th, 2013"
Core i7-4960HQ,Crystalwell,4  / 8,2.6 to 3.8 GHz,BGA1364,22 nm,8MB,47 W,"Sep 1st, 2013"
Core i7-4960X,Ivy Bridge-E,6  / 12,3.6 to 4 GHz,Socket 2011,22 nm,15MB,130 W,"Sep 3rd, 2013"
Core i7-4980HQ,Crystalwell,4  / 8,2.8 to 4 GHz,BGA1364,22 nm,8MB,47 W,"Sep 1st, 2013"
Pentium 3550M,Haswell,2 ,2.3 GHz,Socket G3,22 nm,2MB,37 W,"Sep 1st, 2013"
Pentium 3556U,Haswell,2 ,1700 MHz,BGA1168,22 nm,2MB,15 W,"Sep 1st, 2013"
Pentium 3560Y,Haswell,2 ,1200 MHz,BGA1168,22 nm,2MB,12 W,"Sep 1st, 2013"
Pentium G3220,Haswell,2 ,3 GHz,Socket 1150,22 nm,3MB,54 W,"Sep 1st, 2013"
Pentium G3220T,Haswell,2 ,2.6 GHz,Socket 1150,22 nm,3MB,35 W,"Sep 1st, 2013"
Pentium G3420,Haswell,2 ,3.2 GHz,Socket 1150,22 nm,3MB,54 W,"Sep 1st, 2013"
Pentium G3420T,Haswell,2 ,2.7 GHz,Socket 1150,22 nm,3MB,35 W,"Sep 1st, 2013"
Pentium G3430,Haswell,2 ,3.3 GHz,Socket 1150,22 nm,3MB,54 W,"Sep 1st, 2013"
Xeon E5-1620 v2,Ivy Bridge-E,4  / 8,3.7 GHz,Socket 2011,22 nm,10MB,130 W,"Sep 1st, 2013"
Xeon E5-1650 v2,Ivy Bridge-E,6  / 12,3.5 GHz,Socket 2011,22 nm,12MB,130 W,"Sep 1st, 2013"
Xeon E5-1660 v2,Ivy Bridge-E,6  / 12,3.7 GHz,Socket 2011,22 nm,15MB,130 W,"Sep 1st, 2013"
Xeon E5-2403 v2,Ivy Bridge-EN,4 ,1800 MHz,Socket 1356,22 nm,10MB,80 W,"Sep 1st, 2013"
Xeon E5-2407 v2,Ivy Bridge-EN,4 ,2.4 GHz,Socket 1356,22 nm,10MB,80 W,"Sep 1st, 2013"
Xeon E5-2420 v2,Ivy Bridge-EN,6  / 12,2.2 GHz,Socket 1356,22 nm,15MB,80 W,"Sep 1st, 2013"
Xeon E5-2430 v2,Ivy Bridge-EN,6  / 12,2.5 GHz,Socket 1356,22 nm,15MB,80 W,"Sep 1st, 2013"
Xeon E5-2440 v2,Ivy Bridge-EN,8  / 16,1900 MHz,Socket 1356,22 nm,20MB,95 W,"Sep 1st, 2013"
Xeon E5-2450 v2,Ivy Bridge-EN,8  / 16,2.5 GHz,Socket 1356,22 nm,20MB,95 W,"Sep 1st, 2013"
Xeon E5-2470 v2,Ivy Bridge-EN,10  / 20,2.4 GHz,Socket 1356,22 nm,25MB,95 W,"Sep 1st, 2013"
Xeon E5-2603 v2,Ivy Bridge-EP,4 ,1800 MHz,Socket 2011,22 nm,10MB,80 W,"Sep 1st, 2013"
Xeon E5-2609 v2,Ivy Bridge-EP,4 ,2.5 GHz,Socket 2011,22 nm,10MB,80 W,"Sep 1st, 2013"
Xeon E5-2620 v2,Ivy Bridge-EP,6  / 12,2.1 GHz,Socket 2011,22 nm,15MB,80 W,"Sep 1st, 2013"
Xeon E5-2630 v2,Ivy Bridge-EP,6  / 12,2.6 GHz,Socket 2011,22 nm,15MB,80 W,"Sep 1st, 2013"
Xeon E5-2630L v2,Ivy Bridge-EP,6  / 12,2.4 GHz,Socket 2011,22 nm,15MB,60 W,"Sep 1st, 2013"
Xeon E5-2637 v2,Ivy Bridge-EP,4  / 8,3.5 GHz,Socket 2011,22 nm,10MB,130 W,"Sep 1st, 2013"
Xeon E5-2640 v2,Ivy Bridge-EP,8  / 16,2000 MHz,Socket 2011,22 nm,20MB,95 W,"Sep 1st, 2013"
Xeon E5-2643 v2,Ivy Bridge-EP,6  / 12,3.5 GHz,Socket 2011,22 nm,15MB,130 W,"Sep 1st, 2013"
Xeon E5-2650 v2,Ivy Bridge-EP,8  / 16,2.6 to 3.4 GHz,Socket 2011,22 nm,20MB,95 W,"Sep 1st, 2013"
Xeon E5-2650L v2,Ivy Bridge-EP,10  / 20,1700 MHz,Socket 2011,22 nm,25MB,70 W,"Sep 1st, 2013"
Xeon E5-2660 v2,Ivy Bridge-EP,10  / 20,2.2 to 3 GHz,Socket 2011,22 nm,25MB,95 W,"Sep 1st, 2013"
Xeon E5-2667 v2,Ivy Bridge-EP,8  / 16,3.3 GHz,Socket 2011,22 nm,20MB,130 W,"Sep 1st, 2013"
Xeon E5-2670 v2,Ivy Bridge-EP,10  / 20,2.5 to 3.3 GHz,Socket 2011,22 nm,25MB,115 W,"Sep 1st, 2013"
Xeon E5-2680 v2,Ivy Bridge-EP,10  / 20,2.8 to 3.6 GHz,Socket 2011,22 nm,25MB,115 W,"Sep 1st, 2013"
Xeon E5-2687W v2,Ivy Bridge-EP,8  / 16,3.4 to 4 GHz,Socket 2011,22 nm,20MB,130 W,"Sep 1st, 2013"
Xeon E5-2690 v2,Ivy Bridge-EP,10  / 20,3 to 3.8 GHz,Socket 2011,22 nm,25MB,130 W,"Sep 1st, 2013"
Xeon E5-2692 v2,Ivy Bridge-EP,12  / 24,2.2 to 3 GHz,Socket 2011,22 nm,30MB,100 W,"Sep 1st, 2013"
Xeon E5-2695 v2,Ivy Bridge-EP,12  / 24,2.4 to 3.2 GHz,Socket 2011,22 nm,30MB,115 W,"Sep 1st, 2013"
Xeon E5-2697 v2,Ivy Bridge-EP,12  / 24,2.7 to 3.5 GHz,Socket 2011,22 nm,30MB,130 W,"Sep 1st, 2013"
Xeon Phi 3120A,Knights Corner,57  / 228,1100 MHz,PCIe x16,22 nm,N/A,300 W,"Jun 17th, 2013"
Xeon Phi 3120P,Knights Corner,57  / 228,1100 MHz,PCIe x16,22 nm,N/A,300 W,"Jun 17th, 2013"
Xeon Phi 31S1P,Knights Corner,57  / 228,1100 MHz,PCIe x16,22 nm,N/A,270 W,"Jun 17th, 2013"
Xeon Phi 5120D,Knights Corner,60  / 240,1053 MHz,SFF 230-Pin,22 nm,N/A,245 W,"Jun 17th, 2013"
Xeon Phi 7120P,Knights Corner,61  / 244,1238 to 1333 MHz,PCIe x16,22 nm,N/A,300 W,"Jun 17th, 2013"
Xeon Phi 7120X,Knights Corner,61  / 244,1238 to 1333 MHz,PCIe x16,22 nm,N/A,300 W,"Jun 17th, 2013"
Atom S1220,Centerton,2  / 4,1600 MHz,BGA1283,32 nm,N/A,8 W,"Dec 11th, 2012"
Atom S1240,Centerton,2  / 4,1600 MHz,BGA1283,32 nm,N/A,6 W,"Dec 11th, 2012"
Atom S1260,Centerton,2  / 4,2000 MHz,BGA1283,32 nm,N/A,9 W,"Dec 11th, 2012"
Atom Z2760,Cloverview,2 ,1800 MHz,BGA 617,32 nm,N/A,3 W,"Sep 27th, 2012"
Celeron 807,Sandy Bridge,1 ,1500 MHz,BGA1023,32 nm,1.5MB,17 W,"Jul 1st, 2012"
Celeron 877,Sandy Bridge,2 ,1400 MHz,BGA1023,32 nm,2MB,17 W,"Jul 1st, 2012"
Celeron 887,Sandy Bridge,2 ,1500 MHz,BGA1023,32 nm,2MB,17 W,"Sep 1st, 2012"
